0.000000000000000000e+00,2.999999999999999889e-01
1.333090122684047960e-02,2.906910590673326134e-01
5.151938966684128929e-02,2.642962622460294786e-01
1.115948224856957577e-01,2.232091498885194203e-01
1.897336130776482166e-01,1.701130209690015493e-01
2.813925419717018261e-01,1.080598621952128385e-01
3.815189840348420791e-01,4.040999045003671603e-02
4.848083240202030186e-01,-2.934604829408437796e-02
5.859668505418144102e-01,-9.782077184782099477e-02
6.799421031944957727e-01,-1.619407572863188205e-01
7.621003764943516945e-01,-2.190789489397863832e-01
8.283529162104122934e-01,-2.670938374382131331e-01
8.752475080216292058e-01,-3.042982690902132359e-01
9.000460709977768925e-01,-3.293980938240325673e-01
9.008035590068701470e-01,-3.414397935204306900e-01
8.764534768712900492e-01,-3.397952723437632216e-01
8.268942786997702799e-01,-3.241976047778838965e-01
7.530610036351997882e-01,-2.948253188699392346e-01
6.569594931122273440e-01,-2.524142139635306425e-01
5.416387844656003203e-01,-1.983567515496821310e-01
4.110835098073390981e-01,-1.347375103923633410e-01
2.700235529530834455e-01,-6.426089473275010955e-02
1.236796937362693444e-01,9.939334737596597705e-03
-2.251714072757799237e-02,8.457078185735879272e-02
-1.631894952118293218e-01,1.564594953192274818e-01
-2.932278361583885440e-01,2.227598458504499446e-01
-4.079464403742525946e-01,2.810587563779916587e-01
-5.031927832117435440e-01,3.293809222649821122e-01
-5.754335890015247479e-01,3.661320639092734974e-01
-6.218401994292332979e-01,3.900257753384975823e-01
-6.403877706882059595e-01,4.000333834421987977e-01
-6.299713922714107461e-01,3.953847889431186813e-01
-5.905300221657012738e-01,3.756354106604085641e-01
-5.231574069869214805e-01,3.407982820633201904e-01
-4.301696234064786295e-01,2.915176519313406045e-01
-3.150949869935154024e-01,2.292322714994910193e-01
-1.825587107964350142e-01,1.562544354428513915e-01
-3.805533749199239979e-02,7.569588660532615421e-02
1.123664749515587841e-01,-8.780584033149633344e-03
2.624528416247508544e-01,-9.332844092517483814e-02
4.060637634469810853e-01,-1.742896930915705522e-01
5.374176010081754828e-01,-2.484609735912027551e-01
6.512518648612886096e-01,-3.132020121262072965e-01
7.429230859086151106e-01,-3.664058643344579869e-01
8.084823665865218389e-01,-4.063912346367574702e-01
8.447595495422912659e-01,-4.317823874829589959e-01
8.494758096761980681e-01,-4.414285274089903566e-01
8.213885532776211695e-01,-4.343982764916292094e-01
7.604562990201978456e-01,-4.100702471018879969e-01
6.679951402666637339e-01,-3.683219679683837899e-01
5.467840234588053905e-01,-3.097879669510030243e-01
4.010684897458740017e-01,-2.361124138756408586e-01
2.364203183021645616e-01,-1.500806222397040868e-01
5.944129919636452486e-02,-5.551673194896876440e-02
-1.226503208268791695e-01,4.308473580284694765e-02
-3.024652564725351378e-01,1.410930735307041328e-01
-4.728240927916229075e-01,2.342484449301447114e-01
-6.270148857558766053e-01,3.189737628026716454e-01
-7.589298796610720599e-01,3.924393621418565403e-01
-8.631294983885229311e-01,4.524389064658877468e-01
-9.348940691418988758e-01,4.971785249951137242e-01
-9.708378540503929122e-01,5.257638282433074739e-01
-9.698053159018604763e-01,5.390677199418103527e-01
-9.318569579676598824e-01,5.382987553182985163e-01
-8.569886199620533329e-01,5.233861780393712637e-01
-7.451290135024790651e-01,4.929709427843664837e-01
-5.961265887963482779e-01,4.442797416543475819e-01
-4.158689222782440686e-01,3.813298026555272391e-01
-2.150922595924393832e-01,3.141660188154696276e-01
-1.920564637447926513e-03,2.495552450928307520e-01
2.182611776825178207e-01,1.909345355755064644e-01
4.419594132380202378e-01,1.395740029497908874e-01
6.669241352485647534e-01,9.545774702856454907e-02
8.920868568372721796e-01,5.730100259789624312e-02
1.117253724742478749e+00,2.289724441717944439e-02
1.342421291230051716e+00,-1.000466572110903472e-02
1.567587062106007068e+00,-4.356057959837979915e-02
1.792748051276561227e+00,-7.996775613024448282e-02
2.017899077252873319e+00,-1.216033634075629477e-01
2.243029785976187185e+00,-1.711702915964591343e-01
2.468118662916993333e+00,-2.318537128687390148e-01
2.693120665557664051e+00,-3.074868110480951655e-01
2.917941935866811498e+00,-4.027137313939589958e-01
3.138820698291093336e+00,-5.182535471283712392e-01
3.344157898843723942e+00,-6.461921196224248432e-01
3.519296813165317506e+00,-7.775874560632558552e-01
3.656291576893347273e+00,-9.141308317855839638e-01
3.753211266445519723e+00,-1.065835613523628655e+00
3.809234993201733754e+00,-1.245171477592954323e+00
3.823719824655193111e+00,-1.466634511499085969e+00
3.795218219409515648e+00,-1.746496240158096125e+00
