0.000000000000000000e+00,2.999999999999999889e-01
1.168663590467752984e-02,2.930614764694504659e-01
4.584385850607148455e-02,2.726567525463866604e-01
1.011515598828110762e-01,2.392269904545967218e-01
1.753974494949837593e-01,1.936245035702480743e-01
2.654847185614930272e-01,1.372317294562490075e-01
3.675046161422916291e-01,7.201428191967279568e-02
4.768750725264107593e-01,4.786677973328231413e-04
5.885316947962203615e-01,-7.446927101453432174e-02
6.971445647207038521e-01,-1.497335189606492090e-01
7.973301176373185362e-01,-2.222463956028249421e-01
8.838351021382002681e-01,-2.891372594612595104e-01
9.516856259594251854e-01,-3.478169430351809588e-01
9.963106662921038525e-01,-3.959776901355527290e-01
1.013659555193308082e+00,-4.315350040712402357e-01
1.000334857305796188e+00,-4.525506900786591125e-01
9.537572200322084193e-01,-4.571796510650755763e-01
8.723691640648890688e-01,-4.436829375650115370e-01
7.547177183016310353e-01,-4.089679306091162925e-01
6.049709976202934936e-01,-3.560009910208989381e-01
4.332598734424007447e-01,-2.949350397137792124e-01
2.478486040831825721e-01,-2.332231376026943914e-01
5.397898181048253058e-02,-1.742944816395743668e-01
-1.448559622837158056e-01,-1.193859031507217838e-01
-3.463357747556828903e-01,-6.834032468034875740e-02
-5.489537265114510234e-01,-2.006679768703554384e-02
-7.518422245218527866e-01,2.729713998165081076e-02
-9.547254500725185222e-01,7.644456415257773474e-02
-1.157594387589787832e+00,1.305829016173958579e-01
-1.360431861982331236e+00,1.932196606769944203e-01
-1.563202173155625596e+00,2.683568092107561087e-01
-1.765830342086245341e+00,3.606811359215655322e-01
-1.962845189046156014e+00,4.683370897030476043e-01
-2.143122570406037930e+00,5.832576417642295619e-01
-2.295011158213627667e+00,6.988052997748587236e-01
-2.411507012128868421e+00,8.157906087504215309e-01
-2.490880823192579641e+00,9.422678996124631556e-01
-2.531104382743619929e+00,1.087239879139389576e+00
-2.530510348008838228e+00,1.261728441380671972e+00
-2.488427229002688978e+00,1.479691587020671717e+00
-2.403391098119722180e+00,1.756981702622006924e+00
-2.272882410294064570e+00,2.110999415094037879e+00
-2.093760079493090398e+00,2.557713367052544484e+00
-1.864999225503207070e+00,3.100310207532726015e+00
-1.592731123163878548e+00,3.708544967391159908e+00
-1.288716508562198992e+00,4.322528855114107671e+00
-9.592746192449854714e-01,4.892298876705067023e+00
-6.014849529833375952e-01,5.391317768921523701e+00
-2.085212674748867512e-01,5.807263559906176376e+00
2.250533650745486225e-01,6.139777211971306770e+00
7.015910744906637131e-01,6.399399710503479000e+00
1.221315445458871052e+00,6.602198619455919015e+00
1.783637339486688234e+00,6.764667778276294285e+00
2.387857930581235966e+00,6.901557314673244292e+00
3.033399456587599463e+00,7.025739994480256101e+00
3.719849193340044824e+00,7.148878514786753513e+00
4.446971773998989796e+00,7.282282525149064156e+00
5.214759862315135663e+00,7.437738006705157723e+00
6.023565982532335994e+00,7.628226642913181088e+00
6.874345734184692525e+00,7.868459859354039132e+00
7.768979571656374539e+00,8.175039469308568840e+00
8.710378856388357960e+00,8.565433655361871956e+00
9.701344058993145225e+00,9.052485354050279653e+00
1.074051232958800028e+01,9.627995709336696351e+00
1.181848030151731344e+01,1.024612626518930547e+01
1.292441599910748096e+01,1.084650669279018409e+01
1.405607469824061440e+01,1.138950080105524165e+01
1.499382598574160497e+01,1.209309266846221220e+01
1.494539831704691935e+01,1.381486408361276119e+01
1.499980916144600585e+01,1.550347124377251973e+01
1.499243655829873845e+01,1.710589332094706805e+01
1.493426647394319495e+01,1.864870206225120342e+01
1.489941522121694994e+01,2.014394821822352455e+01
1.498669585605839139e+01,2.166021775231177315e+01
1.499447355869271803e+01,2.304232116552466891e+01
1.496494119451783789e+01,2.434711896246179208e+01
1.493029474003301083e+01,2.560409440986148866e+01
1.496431513384033707e+01,2.681298083247162367e+01
1.500000096297044827e+01,2.801151351215164809e+01
1.499990373914050679e+01,2.919658212058533664e+01
1.499069384698027463e+01,3.033130158575793800e+01
1.497799994555253811e+01,3.140911061242468350e+01
1.500023795678103689e+01,3.243511503796594297e+01
1.500000000339623263e+01,3.352617823989482559e+01
1.500000000000004796e+01,3.466741002835554752e+01
1.499935817600511534e+01,3.580171998902885377e+01
1.498977823314564795e+01,3.687774665905362781e+01
1.498816726001487964e+01,3.789611059623896949e+01
1.500000037711516931e+01,3.890250256461803247e+01
1.500000000000538236e+01,3.997879743256741136e+01
1.500000000000000355e+01,4.109969991253000643e+01
